,Company,Date,Employees
6,7,2013-02-20,0
7,8,2013-02-20,0
8,9,2013-02-20,0
9,10,2013-02-20,0
10,11,2013-02-20,0
11,12,2013-02-20,0
0,1,2013-02-21,1
1,2,2013-02-21,1
2,3,2013-02-21,0
3,4,2013-02-21,0
4,5,2013-02-21,0
5,6,2013-02-21,0
6,7,2013-02-21,0
7,8,2013-02-21,1
8,9,2013-02-21,0
9,10,2013-02-21,0
10,11,2013-02-21,0
11,12,2013-02-21,0
0,1,2013-02-22,-15
1,2,2013-02-22,-9
2,3,2013-02-22,-10
3,4,2013-02-22,-2
4,5,2013-02-22,-6
5,6,2013-02-22,-2
6,7,2013-02-22,-1
7,8,2013-02-22,-1
8,9,2013-02-22,0
9,10,2013-02-22,-1
10,11,2013-02-22,0
11,12,2013-02-22,0
0,1,2013-02-23,0
1,2,2013-02-23,0
2,3,2013-02-23,0
3,4,2013-02-23,0
4,5,2013-02-23,0
5,6,2013-02-23,0
6,7,2013-02-23,0
7,8,2013-02-23,0
8,9,2013-02-23,0
9,10,2013-02-23,0
10,11,2013-02-23,0
11,12,2013-02-23,0
0,1,2013-02-24,0
1,2,2013-02-24,0
2,3,2013-02-24,0
3,4,2013-02-24,0
4,5,2013-02-24,0
5,6,2013-02-24,0
6,7,2013-02-24,0
7,8,2013-02-24,0
8,9,2013-02-24,0
9,10,2013-02-24,0
10,11,2013-02-24,0
11,12,2013-02-24,0
0,1,2013-02-25,29
1,2,2013-02-25,12
2,3,2013-02-25,10
3,4,2013-02-25,8
4,5,2013-02-25,8
5,6,2013-02-25,6
6,7,2013-02-25,4
7,8,2013-02-25,4
8,9,2013-02-25,2
9,10,2013-02-25,1
10,11,2013-02-25,1
11,12,2013-02-25,0
0,1,2013-02-26,4
1,2,2013-02-26,-1
2,3,2013-02-26,1
3,4,2013-02-26,0
4,5,2013-02-26,1
5,6,2013-02-26,2
6,7,2013-02-26,0
7,8,2013-02-26,0
8,9,2013-02-26,0
9,10,2013-02-26,2
10,11,2013-02-26,0
11,12,2013-02-26,0
0,1,2013-02-27,0
1,2,2013-02-27,0
2,3,2013-02-27,0
3,4,2013-02-27,2
4,5,2013-02-27,0
5,6,2013-02-27,0
6,7,2013-02-27,0
7,8,2013-02-27,0
8,9,2013-02-27,0
9,10,2013-02-27,0
10,11,2013-02-27,0
11,12,2013-02-27,0
0,1,2013-02-28,2
1,2,2013-02-28,1
2,3,2013-02-28,1
3,4,2013-02-28,0
4,5,2013-02-28,0
5,6,2013-02-28,0
6,7,2013-02-28,0
7,8,2013-02-28,0
8,9,2013-02-28,0
9,10,2013-02-28,1
10,11,2013-02-28,0
11,12,2013-02-28,0
0,1,2013-03-01,-18
1,2,2013-03-01,-9
2,3,2013-03-01,-11
3,4,2013-03-01,-5
4,5,2013-03-01,-9
5,6,2013-03-01,-3
6,7,2013-03-01,-1
7,8,2013-03-01,-3
8,9,2013-03-01,0
9,10,2013-03-01,-2
10,11,2013-03-01,0
11,12,2013-03-01,0
0,1,2013-03-02,0
1,2,2013-03-02,0
2,3,2013-03-02,0
3,4,2013-03-02,0
4,5,2013-03-02,0
5,6,2013-03-02,0
6,7,2013-03-02,0
7,8,2013-03-02,0
8,9,2013-03-02,0
9,10,2013-03-02,0
10,11,2013-03-02,0
11,12,2013-03-02,0
0,1,2013-03-03,0
1,2,2013-03-03,0
2,3,2013-03-03,0
3,4,2013-03-03,0
4,5,2013-03-03,0
5,6,2013-03-03,0
6,7,2013-03-03,0
7,8,2013-03-03,0
8,9,2013-03-03,0
9,10,2013-03-03,0
10,11,2013-03-03,0
11,12,2013-03-03,0
0,1,2013-03-04,24
1,2,2013-03-04,16
2,3,2013-03-04,6
3,4,2013-03-04,9
4,5,2013-03-04,8
5,6,2013-03-04,4
6,7,2013-03-04,3
7,8,2013-03-04,4
8,9,2013-03-04,2
9,10,2013-03-04,1
10,11,2013-03-04,1
11,12,2013-03-04,1
0,1,2013-03-05,5
1,2,2013-03-05,1
2,3,2013-03-05,0
3,4,2013-03-05,0
4,5,2013-03-05,0
5,6,2013-03-05,0
6,7,2013-03-05,1
7,8,2013-03-05,0
8,9,2013-03-05,0
9,10,2013-03-05,1
10,11,2013-03-05,0
11,12,2013-03-05,0
0,1,2013-03-06,1
1,2,2013-03-06,1
2,3,2013-03-06,-1
3,4,2013-03-06,0
4,5,2013-03-06,0
5,6,2013-03-06,0
6,7,2013-03-06,1
7,8,2013-03-06,0
8,9,2013-03-06,0
9,10,2013-03-06,1
10,11,2013-03-06,0
11,12,2013-03-06,0
0,1,2013-03-07,1
1,2,2013-03-07,-1
2,3,2013-03-07,0
3,4,2013-03-07,0
4,5,2013-03-07,0
5,6,2013-03-07,0
6,7,2013-03-07,0
7,8,2013-03-07,0
8,9,2013-03-07,0
9,10,2013-03-07,0
10,11,2013-03-07,0
11,12,2013-03-07,0
0,1,2013-03-08,-16
1,2,2013-03-08,-8
2,3,2013-03-08,-8
3,4,2013-03-08,-4
4,5,2013-03-08,-5
5,6,2013-03-08,-5
6,7,2013-03-08,-1
7,8,2013-03-08,-2
8,9,2013-03-08,-6
9,10,2013-03-08,-3
10,11,2013-03-08,0
11,12,2013-03-08,0
0,1,2013-03-09,0
1,2,2013-03-09,0
2,3,2013-03-09,0
3,4,2013-03-09,0
4,5,2013-03-09,0
5,6,2013-03-09,0
6,7,2013-03-09,0
7,8,2013-03-09,0
8,9,2013-03-09,0
9,10,2013-03-09,0
10,11,2013-03-09,0
11,12,2013-03-09,0
0,1,2013-03-10,0
1,2,2013-03-10,0
2,3,2013-03-10,0
3,4,2013-03-10,0
4,5,2013-03-10,0
5,6,2013-03-10,0
6,7,2013-03-10,0
7,8,2013-03-10,0
8,9,2013-03-10,0
9,10,2013-03-10,0
10,11,2013-03-10,0
11,12,2013-03-10,0
0,1,2013-03-11,26
1,2,2013-03-11,18
2,3,2013-03-11,7
3,4,2013-03-11,9
4,5,2013-03-11,3
5,6,2013-03-11,3
6,7,2013-03-11,3
7,8,2013-03-11,2
8,9,2013-03-11,2
9,10,2013-03-11,3
10,11,2013-03-11,0
11,12,2013-03-11,1
0,1,2013-03-12,4
1,2,2013-03-12,2
2,3,2013-03-12,1
3,4,2013-03-12,1
4,5,2013-03-12,-1
5,6,2013-03-12,0
6,7,2013-03-12,0
7,8,2013-03-12,0
8,9,2013-03-12,0
9,10,2013-03-12,1
10,11,2013-03-12,0
11,12,2013-03-12,0
0,1,2013-03-13,2
1,2,2013-03-13,1
2,3,2013-03-13,1
3,4,2013-03-13,0
4,5,2013-03-13,0
5,6,2013-03-13,1
6,7,2013-03-13,0
7,8,2013-03-13,1
8,9,2013-03-13,0
9,10,2013-03-13,0
10,11,2013-03-13,0
11,12,2013-03-13,0
0,1,2013-03-14,0
1,2,2013-03-14,2
2,3,2013-03-14,3
3,4,2013-03-14,0
4,5,2013-03-14,0
5,6,2013-03-14,-1
6,7,2013-03-14,0
7,8,2013-03-14,0
8,9,2013-03-14,0
9,10,2013-03-14,1
10,11,2013-03-14,0
11,12,2013-03-14,0
0,1,2013-03-15,-23
1,2,2013-03-15,-10
2,3,2013-03-15,-7
3,4,2013-03-15,-8
4,5,2013-03-15,-3
5,6,2013-03-15,-4
6,7,2013-03-15,0
7,8,2013-03-15,-2
8,9,2013-03-15,-2
9,10,2013-03-15,-3
10,11,2013-03-15,0
11,12,2013-03-15,0
0,1,2013-03-16,0
1,2,2013-03-16,0
2,3,2013-03-16,0
3,4,2013-03-16,0
4,5,2013-03-16,0
5,6,2013-03-16,0
6,7,2013-03-16,0
7,8,2013-03-16,0
8,9,2013-03-16,0
9,10,2013-03-16,0
10,11,2013-03-16,0
11,12,2013-03-16,0
0,1,2013-03-17,0
1,2,2013-03-17,0
2,3,2013-03-17,0
3,4,2013-03-17,0
4,5,2013-03-17,0
5,6,2013-03-17,0
6,7,2013-03-17,0
7,8,2013-03-17,0
8,9,2013-03-17,0
9,10,2013-03-17,0
10,11,2013-03-17,0
11,12,2013-03-17,0
0,1,2013-03-18,29
1,2,2013-03-18,16
2,3,2013-03-18,10
3,4,2013-03-18,6
4,5,2013-03-18,2
5,6,2013-03-18,6
6,7,2013-03-18,4
7,8,2013-03-18,5
8,9,2013-03-18,2
9,10,2013-03-18,2
10,11,2013-03-18,0
11,12,2013-03-18,0
0,1,2013-03-19,2
1,2,2013-03-19,1
2,3,2013-03-19,1
3,4,2013-03-19,3
4,5,2013-03-19,1
5,6,2013-03-19,0
6,7,2013-03-19,1
7,8,2013-03-19,1
8,9,2013-03-19,0
9,10,2013-03-19,0
10,11,2013-03-19,0
11,12,2013-03-19,0
0,1,2013-03-20,1
1,2,2013-03-20,0
2,3,2013-03-20,0
3,4,2013-03-20,0
4,5,2013-03-20,1
5,6,2013-03-20,0
6,7,2013-03-20,0
7,8,2013-03-20,0
8,9,2013-03-20,1
9,10,2013-03-20,0
10,11,2013-03-20,0
11,12,2013-03-20,0
0,1,2013-03-21,0
1,2,2013-03-21,0
2,3,2013-03-21,1
3,4,2013-03-21,0
4,5,2013-03-21,0
5,6,2013-03-21,0
6,7,2013-03-21,0
7,8,2013-03-21,0
8,9,2013-03-21,0
9,10,2013-03-21,0
10,11,2013-03-21,0
11,12,2013-03-21,0
0,1,2013-03-22,-16
1,2,2013-03-22,-8
2,3,2013-03-22,-7
3,4,2013-03-22,-3
4,5,2013-03-22,-1
5,6,2013-03-22,-1
6,7,2013-03-22,-1
7,8,2013-03-22,-1
8,9,2013-03-22,-4
9,10,2013-03-22,0
10,11,2013-03-22,0
11,12,2013-03-22,0
0,1,2013-03-23,0
1,2,2013-03-23,0
2,3,2013-03-23,0
3,4,2013-03-23,0
4,5,2013-03-23,0
5,6,2013-03-23,0
6,7,2013-03-23,0
7,8,2013-03-23,0
8,9,2013-03-23,0
9,10,2013-03-23,0
10,11,2013-03-23,0
11,12,2013-03-23,0
0,1,2013-03-24,0
1,2,2013-03-24,0
2,3,2013-03-24,0
3,4,2013-03-24,0
4,5,2013-03-24,0
5,6,2013-03-24,0
6,7,2013-03-24,0
7,8,2013-03-24,0
8,9,2013-03-24,0
9,10,2013-03-24,0
10,11,2013-03-24,0
11,12,2013-03-24,0
0,1,2013-03-25,33
1,2,2013-03-25,16
2,3,2013-03-25,4
3,4,2013-03-25,5
4,5,2013-03-25,6
5,6,2013-03-25,5
6,7,2013-03-25,6
7,8,2013-03-25,4
8,9,2013-03-25,2
9,10,2013-03-25,4
10,11,2013-03-25,0
11,12,2013-03-25,0
0,1,2013-03-26,0
1,2,2013-03-26,0
2,3,2013-03-26,3
3,4,2013-03-26,0
4,5,2013-03-26,0
5,6,2013-03-26,0
6,7,2013-03-26,0
7,8,2013-03-26,1
8,9,2013-03-26,0
9,10,2013-03-26,0
10,11,2013-03-26,0
11,12,2013-03-26,0
0,1,2013-03-27,4
1,2,2013-03-27,2
2,3,2013-03-27,1
3,4,2013-03-27,0
4,5,2013-03-27,2
5,6,2013-03-27,1
6,7,2013-03-27,0
7,8,2013-03-27,1
8,9,2013-03-27,0
9,10,2013-03-27,0
10,11,2013-03-27,0
11,12,2013-03-27,0
0,1,2013-03-28,0
1,2,2013-03-28,0
2,3,2013-03-28,0
3,4,2013-03-28,0
4,5,2013-03-28,-1
5,6,2013-03-28,2
6,7,2013-03-28,0
7,8,2013-03-28,0
8,9,2013-03-28,0
9,10,2013-03-28,0
10,11,2013-03-28,0
11,12,2013-03-28,0
0,1,2013-03-29,0
1,2,2013-03-29,0
2,3,2013-03-29,0
3,4,2013-03-29,0
4,5,2013-03-29,0
5,6,2013-03-29,0
6,7,2013-03-29,0
7,8,2013-03-29,0
8,9,2013-03-29,0
9,10,2013-03-29,0
10,11,2013-03-29,0
11,12,2013-03-29,0
0,1,2013-03-30,0
1,2,2013-03-30,0
2,3,2013-03-30,0
3,4,2013-03-30,0
4,5,2013-03-30,0
5,6,2013-03-30,0
6,7,2013-03-30,0
7,8,2013-03-30,0
8,9,2013-03-30,0
9,10,2013-03-30,0
10,11,2013-03-30,0
11,12,2013-03-30,0
0,1,2013-03-31,0
1,2,2013-03-31,0
2,3,2013-03-31,0
3,4,2013-03-31,0
4,5,2013-03-31,0
5,6,2013-03-31,0
6,7,2013-03-31,0
7,8,2013-03-31,0
8,9,2013-03-31,0
9,10,2013-03-31,0
10,11,2013-03-31,0
11,12,2013-03-31,0
0,1,2013-04-01,19
1,2,2013-04-01,9
2,3,2013-04-01,2
3,4,2013-04-01,0
4,5,2013-04-01,1
5,6,2013-04-01,-2
6,7,2013-04-01,2
7,8,2013-04-01,-1
8,9,2013-04-01,6
9,10,2013-04-01,-1
10,11,2013-04-01,0
11,12,2013-04-01,0
0,1,2013-04-02,0
1,2,2013-04-02,-1
2,3,2013-04-02,2
3,4,2013-04-02,1
4,5,2013-04-02,0
5,6,2013-04-02,0
6,7,2013-04-02,0
7,8,2013-04-02,0
8,9,2013-04-02,1
9,10,2013-04-02,2
10,11,2013-04-02,0
11,12,2013-04-02,0
0,1,2013-04-03,2
1,2,2013-04-03,0
2,3,2013-04-03,0
3,4,2013-04-03,1
4,5,2013-04-03,1
5,6,2013-04-03,0
6,7,2013-04-03,0
7,8,2013-04-03,0
8,9,2013-04-03,0
9,10,2013-04-03,0
10,11,2013-04-03,0
11,12,2013-04-03,0
0,1,2013-04-04,1
1,2,2013-04-04,0
2,3,2013-04-04,0
3,4,2013-04-04,-1
4,5,2013-04-04,1
5,6,2013-04-04,0
6,7,2013-04-04,1
7,8,2013-04-04,0
8,9,2013-04-04,0
9,10,2013-04-04,0
10,11,2013-04-04,0
11,12,2013-04-04,0
0,1,2013-04-05,-24
1,2,2013-04-05,-10
2,3,2013-04-05,-6
3,4,2013-04-05,-2
4,5,2013-04-05,-4
5,6,2013-04-05,-4
6,7,2013-04-05,-3
7,8,2013-04-05,1
8,9,2013-04-05,-4
9,10,2013-04-05,-1
10,11,2013-04-05,0
11,12,2013-04-05,-1
0,1,2013-04-06,0
1,2,2013-04-06,0
2,3,2013-04-06,0
3,4,2013-04-06,0
4,5,2013-04-06,0
5,6,2013-04-06,0
6,7,2013-04-06,0
7,8,2013-04-06,0
8,9,2013-04-06,0
9,10,2013-04-06,0
10,11,2013-04-06,0
11,12,2013-04-06,0
0,1,2013-04-07,0
1,2,2013-04-07,0
2,3,2013-04-07,0
3,4,2013-04-07,0
4,5,2013-04-07,0
5,6,2013-04-07,0
6,7,2013-04-07,0
7,8,2013-04-07,0
8,9,2013-04-07,0
9,10,2013-04-07,0
10,11,2013-04-07,0
11,12,2013-04-07,0
0,1,2013-04-08,35
1,2,2013-04-08,13
2,3,2013-04-08,8
3,4,2013-04-08,5
4,5,2013-04-08,3
5,6,2013-04-08,4
6,7,2013-04-08,4
7,8,2013-04-08,4
8,9,2013-04-08,0
9,10,2013-04-08,1
10,11,2013-04-08,0
11,12,2013-04-08,0
0,1,2013-04-09,4
1,2,2013-04-09,1
2,3,2013-04-09,2
3,4,2013-04-09,1
4,5,2013-04-09,1
5,6,2013-04-09,0
6,7,2013-04-09,0
7,8,2013-04-09,2
8,9,2013-04-09,0
9,10,2013-04-09,1
10,11,2013-04-09,0
11,12,2013-04-09,0
0,1,2013-04-10,1
1,2,2013-04-10,0
2,3,2013-04-10,2
3,4,2013-04-10,0
4,5,2013-04-10,1
5,6,2013-04-10,0
6,7,2013-04-10,1
7,8,2013-04-10,0
8,9,2013-04-10,0
9,10,2013-04-10,0
10,11,2013-04-10,0
11,12,2013-04-10,0
0,1,2013-04-11,1
1,2,2013-04-11,0
2,3,2013-04-11,-1
3,4,2013-04-11,0
4,5,2013-04-11,-1
5,6,2013-04-11,-1
6,7,2013-04-11,0
7,8,2013-04-11,0
8,9,2013-04-11,0
9,10,2013-04-11,0
10,11,2013-04-11,0
11,12,2013-04-11,0
0,1,2013-04-12,-22
1,2,2013-04-12,-10
2,3,2013-04-12,-3
3,4,2013-04-12,-6
4,5,2013-04-12,-3
5,6,2013-04-12,-4
6,7,2013-04-12,-6
7,8,2013-04-12,-3
8,9,2013-04-12,0
9,10,2013-04-12,-3
10,11,2013-04-12,0
11,12,2013-04-12,0
0,1,2013-04-13,0
1,2,2013-04-13,0
2,3,2013-04-13,0
3,4,2013-04-13,0
4,5,2013-04-13,0
5,6,2013-04-13,0
6,7,2013-04-13,0
7,8,2013-04-13,0
8,9,2013-04-13,0
9,10,2013-04-13,0
10,11,2013-04-13,0
11,12,2013-04-13,0
0,1,2013-04-14,0
1,2,2013-04-14,0
2,3,2013-04-14,0
3,4,2013-04-14,0
4,5,2013-04-14,0
5,6,2013-04-14,0
6,7,2013-04-14,0
7,8,2013-04-14,0
8,9,2013-04-14,0
9,10,2013-04-14,0
10,11,2013-04-14,0
11,12,2013-04-14,0
0,1,2013-04-15,31
1,2,2013-04-15,8
2,3,2013-04-15,8
3,4,2013-04-15,3
4,5,2013-04-15,12
5,6,2013-04-15,4
6,7,2013-04-15,3
7,8,2013-04-15,5
8,9,2013-04-15,4
9,10,2013-04-15,2
10,11,2013-04-15,0
11,12,2013-04-15,1
0,1,2013-04-16,4
1,2,2013-04-16,1
2,3,2013-04-16,0
3,4,2013-04-16,0
4,5,2013-04-16,0
5,6,2013-04-16,1
6,7,2013-04-16,0
7,8,2013-04-16,0
8,9,2013-04-16,0
9,10,2013-04-16,0
10,11,2013-04-16,0
11,12,2013-04-16,0
0,1,2013-04-17,3
1,2,2013-04-17,1
2,3,2013-04-17,0
3,4,2013-04-17,0
4,5,2013-04-17,0
5,6,2013-04-17,0
6,7,2013-04-17,0
7,8,2013-04-17,1
8,9,2013-04-17,0
9,10,2013-04-17,0
10,11,2013-04-17,0
11,12,2013-04-17,0
0,1,2013-04-18,-1
1,2,2013-04-18,0
2,3,2013-04-18,0
3,4,2013-04-18,1
4,5,2013-04-18,0
5,6,2013-04-18,0
6,7,2013-04-18,0
7,8,2013-04-18,0
8,9,2013-04-18,0
9,10,2013-04-18,0
10,11,2013-04-18,0
11,12,2013-04-18,0
0,1,2013-04-19,-18
1,2,2013-04-19,-7
2,3,2013-04-19,-6
3,4,2013-04-19,-3
4,5,2013-04-19,-4
5,6,2013-04-19,-1
6,7,2013-04-19,-5
7,8,2013-04-19,-3
8,9,2013-04-19,-2
9,10,2013-04-19,0
10,11,2013-04-19,0
11,12,2013-04-19,0
0,1,2013-04-20,0
1,2,2013-04-20,0
2,3,2013-04-20,0
3,4,2013-04-20,0
4,5,2013-04-20,0
5,6,2013-04-20,0
6,7,2013-04-20,0
7,8,2013-04-20,0
8,9,2013-04-20,0
9,10,2013-04-20,0
10,11,2013-04-20,0
11,12,2013-04-20,0
0,1,2013-04-21,0
1,2,2013-04-21,0
2,3,2013-04-21,0
3,4,2013-04-21,0
4,5,2013-04-21,0
5,6,2013-04-21,0
6,7,2013-04-21,0
7,8,2013-04-21,0
8,9,2013-04-21,0
9,10,2013-04-21,0
10,11,2013-04-21,0
11,12,2013-04-21,0
0,1,2013-04-22,29
1,2,2013-04-22,10
2,3,2013-04-22,7
3,4,2013-04-22,7
4,5,2013-04-22,4
5,6,2013-04-22,9
6,7,2013-04-22,3
7,8,2013-04-22,4
8,9,2013-04-22,5
9,10,2013-04-22,2
10,11,2013-04-22,0
11,12,2013-04-22,0
0,1,2013-04-23,6
1,2,2013-04-23,1
2,3,2013-04-23,3
3,4,2013-04-23,1
4,5,2013-04-23,0
5,6,2013-04-23,1
6,7,2013-04-23,0
7,8,2013-04-23,1
8,9,2013-04-23,0
9,10,2013-04-23,0
10,11,2013-04-23,0
11,12,2013-04-23,0
0,1,2013-04-24,3
1,2,2013-04-24,1
2,3,2013-04-24,0
3,4,2013-04-24,0
4,5,2013-04-24,0
5,6,2013-04-24,0
6,7,2013-04-24,0
7,8,2013-04-24,0
8,9,2013-04-24,0
9,10,2013-04-24,0
10,11,2013-04-24,0
11,12,2013-04-24,0
0,1,2013-04-25,-1
1,2,2013-04-25,0
2,3,2013-04-25,-1
3,4,2013-04-25,1
4,5,2013-04-25,0
5,6,2013-04-25,0
6,7,2013-04-25,0
7,8,2013-04-25,0
8,9,2013-04-25,0
9,10,2013-04-25,-1
10,11,2013-04-25,0
11,12,2013-04-25,0
0,1,2013-04-26,-25
1,2,2013-04-26,-14
2,3,2013-04-26,-5
3,4,2013-04-26,-1
4,5,2013-04-26,-4
5,6,2013-04-26,-4
6,7,2013-04-26,-2
7,8,2013-04-26,-2
8,9,2013-04-26,-4
9,10,2013-04-26,0
10,11,2013-04-26,0
11,12,2013-04-26,0
0,1,2013-04-27,0
1,2,2013-04-27,0
2,3,2013-04-27,0
3,4,2013-04-27,0
4,5,2013-04-27,0
5,6,2013-04-27,0
6,7,2013-04-27,0
7,8,2013-04-27,0
8,9,2013-04-27,0
9,10,2013-04-27,0
10,11,2013-04-27,0
11,12,2013-04-27,0
0,1,2013-04-28,0
1,2,2013-04-28,0
2,3,2013-04-28,0
3,4,2013-04-28,0
4,5,2013-04-28,0
5,6,2013-04-28,0
6,7,2013-04-28,0
7,8,2013-04-28,0
8,9,2013-04-28,0
9,10,2013-04-28,0
10,11,2013-04-28,0
11,12,2013-04-28,0
0,1,2013-04-29,25
1,2,2013-04-29,17
2,3,2013-04-29,12
3,4,2013-04-29,9
4,5,2013-04-29,4
5,6,2013-04-29,5
6,7,2013-04-29,5
7,8,2013-04-29,3
8,9,2013-04-29,3
9,10,2013-04-29,2
10,11,2013-04-29,0
11,12,2013-04-29,0
0,1,2013-04-30,4
1,2,2013-04-30,3
2,3,2013-04-30,0
3,4,2013-04-30,0
4,5,2013-04-30,0
5,6,2013-04-30,0
6,7,2013-04-30,0
7,8,2013-04-30,0
8,9,2013-04-30,0
9,10,2013-04-30,1
10,11,2013-04-30,0
11,12,2013-04-30,0
0,1,2013-05-01,3
1,2,2013-05-01,0
2,3,2013-05-01,0
3,4,2013-05-01,1
4,5,2013-05-01,1
5,6,2013-05-01,0
6,7,2013-05-01,0
7,8,2013-05-01,-1
8,9,2013-05-01,0
9,10,2013-05-01,1
10,11,2013-05-01,0
11,12,2013-05-01,0
0,1,2013-05-02,0
1,2,2013-05-02,0
2,3,2013-05-02,0
3,4,2013-05-02,0
4,5,2013-05-02,-1
5,6,2013-05-02,0
6,7,2013-05-02,0
7,8,2013-05-02,0
8,9,2013-05-02,0
9,10,2013-05-02,0
10,11,2013-05-02,0
11,12,2013-05-02,0
0,1,2013-05-03,-14
1,2,2013-05-03,-13
2,3,2013-05-03,-4
3,4,2013-05-03,-5
4,5,2013-05-03,-6
5,6,2013-05-03,-5
6,7,2013-05-03,-3
7,8,2013-05-03,-2
8,9,2013-05-03,-4
9,10,2013-05-03,-1
10,11,2013-05-03,0
11,12,2013-05-03,0
0,1,2013-05-04,0
1,2,2013-05-04,0
2,3,2013-05-04,0
3,4,2013-05-04,0
4,5,2013-05-04,0
5,6,2013-05-04,0
6,7,2013-05-04,0
7,8,2013-05-04,0
8,9,2013-05-04,0
9,10,2013-05-04,0
10,11,2013-05-04,0
11,12,2013-05-04,0
0,1,2013-05-05,0
1,2,2013-05-05,0
2,3,2013-05-05,0
3,4,2013-05-05,0
4,5,2013-05-05,0
5,6,2013-05-05,0
6,7,2013-05-05,0
7,8,2013-05-05,0
8,9,2013-05-05,0
9,10,2013-05-05,0
10,11,2013-05-05,0
11,12,2013-05-05,0
0,1,2013-05-06,32
1,2,2013-05-06,9
2,3,2013-05-06,12
3,4,2013-05-06,9
4,5,2013-05-06,7
5,6,2013-05-06,5
6,7,2013-05-06,4
7,8,2013-05-06,3
8,9,2013-05-06,2
9,10,2013-05-06,3
10,11,2013-05-06,0
11,12,2013-05-06,0
0,1,2013-05-07,2
1,2,2013-05-07,1
2,3,2013-05-07,0
3,4,2013-05-07,0
4,5,2013-05-07,1
5,6,2013-05-07,0
6,7,2013-05-07,0
7,8,2013-05-07,1
8,9,2013-05-07,0
9,10,2013-05-07,1
10,11,2013-05-07,0
11,12,2013-05-07,0
0,1,2013-05-08,0
1,2,2013-05-08,3
2,3,2013-05-08,0
3,4,2013-05-08,0
4,5,2013-05-08,0
5,6,2013-05-08,0
6,7,2013-05-08,1
7,8,2013-05-08,1
8,9,2013-05-08,0
9,10,2013-05-08,0
10,11,2013-05-08,0
11,12,2013-05-08,0
0,1,2013-05-09,-1
1,2,2013-05-09,1
2,3,2013-05-09,1
3,4,2013-05-09,0
4,5,2013-05-09,-1
5,6,2013-05-09,0
6,7,2013-05-09,0
7,8,2013-05-09,0
8,9,2013-05-09,0
9,10,2013-05-09,0
10,11,2013-05-09,0
11,12,2013-05-09,0
0,1,2013-05-10,-22
1,2,2013-05-10,-10
2,3,2013-05-10,-9
3,4,2013-05-10,-2
4,5,2013-05-10,-6
5,6,2013-05-10,-6
6,7,2013-05-10,-2
7,8,2013-05-10,-4
8,9,2013-05-10,-3
9,10,2013-05-10,-1
10,11,2013-05-10,0
11,12,2013-05-10,-1
0,1,2013-05-11,0
1,2,2013-05-11,0
2,3,2013-05-11,0
3,4,2013-05-11,0
4,5,2013-05-11,0
5,6,2013-05-11,0
6,7,2013-05-11,0
7,8,2013-05-11,0
8,9,2013-05-11,0
9,10,2013-05-11,0
10,11,2013-05-11,0
11,12,2013-05-11,0
0,1,2013-05-12,0
1,2,2013-05-12,0
2,3,2013-05-12,0
3,4,2013-05-12,0
4,5,2013-05-12,0
5,6,2013-05-12,0
6,7,2013-05-12,0
7,8,2013-05-12,0
8,9,2013-05-12,0
9,10,2013-05-12,0
10,11,2013-05-12,0
11,12,2013-05-12,0
0,1,2013-05-13,27
1,2,2013-05-13,12
2,3,2013-05-13,11
3,4,2013-05-13,9
4,5,2013-05-13,3
5,6,2013-05-13,3
6,7,2013-05-13,5
7,8,2013-05-13,4
8,9,2013-05-13,4
9,10,2013-05-13,5
10,11,2013-05-13,0
11,12,2013-05-13,0
0,1,2013-05-14,2
1,2,2013-05-14,0
2,3,2013-05-14,1
3,4,2013-05-14,2
4,5,2013-05-14,0
5,6,2013-05-14,0
6,7,2013-05-14,1
7,8,2013-05-14,0
8,9,2013-05-14,0
9,10,2013-05-14,0
10,11,2013-05-14,0
11,12,2013-05-14,0
0,1,2013-05-15,2
1,2,2013-05-15,0
2,3,2013-05-15,0
3,4,2013-05-15,0
4,5,2013-05-15,0
5,6,2013-05-15,2
6,7,2013-05-15,0
7,8,2013-05-15,0
8,9,2013-05-15,0
9,10,2013-05-15,1
10,11,2013-05-15,0
11,12,2013-05-15,0
0,1,2013-05-16,0
1,2,2013-05-16,0
2,3,2013-05-16,1
3,4,2013-05-16,1
4,5,2013-05-16,0
5,6,2013-05-16,0
6,7,2013-05-16,0
7,8,2013-05-16,0
8,9,2013-05-16,0
9,10,2013-05-16,0
10,11,2013-05-16,0
11,12,2013-05-16,0
0,1,2013-05-17,-15
1,2,2013-05-17,-11
2,3,2013-05-17,-9
3,4,2013-05-17,-8
4,5,2013-05-17,-5
5,6,2013-05-17,-3
6,7,2013-05-17,-6
7,8,2013-05-17,-2
8,9,2013-05-17,-1
9,10,2013-05-17,-3
10,11,2013-05-17,0
11,12,2013-05-17,0
0,1,2013-05-18,0
1,2,2013-05-18,0
2,3,2013-05-18,0
3,4,2013-05-18,0
4,5,2013-05-18,0
5,6,2013-05-18,0
6,7,2013-05-18,0
7,8,2013-05-18,0
8,9,2013-05-18,0
9,10,2013-05-18,0
10,11,2013-05-18,0
11,12,2013-05-18,0
0,1,2013-05-19,0
1,2,2013-05-19,0
2,3,2013-05-19,0
3,4,2013-05-19,0
4,5,2013-05-19,0
5,6,2013-05-19,0
6,7,2013-05-19,0
7,8,2013-05-19,0
8,9,2013-05-19,0
9,10,2013-05-19,0
10,11,2013-05-19,0
11,12,2013-05-19,0
0,1,2013-05-20,22
1,2,2013-05-20,12
2,3,2013-05-20,8
